date,x1,x2,response
2/29/2012,645,3.440979157,2.142618717
3/31/2012,646,2.952507986,2.584311636
4/30/2012,647,3.489555973,1.994844166
5/31/2012,648,3.697000576,2.490438753
6/30/2012,649,2.838429857,2.718550225
7/31/2012,650,2.730373719,1.941481679
8/31/2012,651,2.341054509,1.970695607
9/30/2012,652,2.738898103,1.76587957
10/31/2012,653,3.441234662,2.383987927
11/30/2012,654,3.74481838,3.328655846
12/31/2012,655,3.045838403,3.881570529
1/31/2013,656,2.561645024,3.423418931
2/28/2013,657,2.524896338,3.156577802
3/31/2013,658,2.334481043,3.300191328
4/30/2013,659,2.363134387,3.241934157
5/31/2013,660,2.078110332,3.346324586
6/30/2013,661,1.675146204,3.075907611
7/31/2013,662,1.17020174,2.625512362
8/31/2013,663,0.871772039,2.014047611
9/30/2013,664,0.915591481,1.556631374
10/31/2013,665,1.430416031,1.398883044
11/30/2013,666,1.525131162,1.682091094
12/31/2013,667,1.962085396,1.529541788
1/31/2014,668,2.680873454,1.718957353
2/28/2014,669,2.686277048,2.205323267
3/31/2014,670,2.428495851,2.007872124
4/30/2014,671,1.952345858,1.589416122
5/31/2014,672,2.90739448,1.004761238
6/30/2014,673,3.805766017,1.910221191
7/31/2014,674,3.276182336,2.821003464
8/31/2014,675,2.117384331,2.365058286
9/30/2014,676,2.320899143,1.336548063
10/31/2014,677,3.152801928,1.718899275
11/30/2014,678,2.455912131,2.767067896
12/31/2014,679,1.469665141,2.310427009
1/31/2015,680,1.705243696,1.573474489
2/28/2015,681,2.255849756,2.051893152
3/31/2015,682,1.853555648,2.823786335
4/30/2015,683,2.712759123,2.607467805
5/31/2015,684,3.506330267,3.605772251
6/30/2015,685,2.418455411,4.482921135
7/31/2015,686,2.558198552,3.417904329
8/31/2015,687,1.816777504,3.518364627
9/30/2015,688,1.510966988,2.677962261
10/31/2015,689,1.290314535,2.219626128
11/30/2015,690,0.855302923,1.802387066
12/31/2015,691,1.691556064,1.138950655
1/31/2016,692,1.962164591,1.729143156
2/29/2016,693,2.072159089,1.751354058
3/31/2016,694,2.871896732,1.62605811
4/30/2016,695,2.763069916,2.218241705
5/31/2016,696,2.12525733,1.942501944
6/30/2016,697,1.161570152,1.188795355
7/31/2016,698,1.786021078,0.167438846
8/31/2016,699,2.159905723,0.796030709
9/30/2016,700,1.909158066,1.235609097
10/31/2016,701,1.237396244,1.108023471
11/30/2016,702,0.446721118,0.609234349
12/31/2016,703,-0.404114727,0.030587986
1/31/2017,704,-1.349126822,-0.582345951
2/28/2017,705,-1.774010655,-1.278374586
3/31/2017,706,-2.722603882,-1.458673989
4/30/2017,707,-3.227965168,-2.182288894
5/31/2017,708,-2.396572516,-2.496266025
6/30/2017,709,-2.836431328,-1.518982728
7/31/2017,710,-2.373259925,-1.867515178
8/31/2017,711,-3.340247765,-1.373259925
9/30/2017,712,-2.556279005,-2.371339072
10/31/2017,713,-1.851018133,-1.678703669
11/30/2017,714,-2.521418458,-1.119339538
12/31/2017,715,-1.676382879,-1.981128835
1/31/2018,716,-2.010431163,-1.36107482
2/28/2018,717,-2.907985327,-1.939708996
3/31/2018,718,-1.920109221,-3.086246213
4/30/2018,719,-1.535003368,-2.336269763
5/31/2018,720,-0.558741059,-2.163188718
6/30/2018,721,0.231070395,-1.359893694
7/31/2018,722,0.837474485,-0.693237736
8/31/2018,723,0.860077109,-0.152520138
9/30/2018,724,0.973200608,-0.134050936
10/31/2018,725,0.480691026,0.036749208
11/30/2018,726,0.873358991,-0.339859717
12/31/2018,727,0.369358315,0.219726777
1/31/2019,728,1.056475929,-0.076715685
2/28/2019,729,0.418256405,0.845694863
3/31/2019,730,-0.474795,0.45587362
4/30/2019,731,-1.275705198,-0.191118362
5/31/2019,732,-2.051180346,-0.763606775
6/30/2019,733,-2.379457917,-1.342499937
7/31/2019,734,-3.263926249,-1.518257839
8/31/2019,735,-3.113058395,-2.303751751
9/30/2019,736,-3.365013193,-2.113608477
10/31/2019,737,-3.26576829,-2.388428809
11/30/2019,738,-2.900993346,-2.372768729
12/31/2019,739,-3.121726967,-2.147100994
